OrderID,OrderDate,PropertyID,ProductID,Quantity,unique,unique(prod,,,,,,,,,,PropertyID
507,19-03-2015,13,25,2,,,,,,,,,,,,
508,19-03-2015,15,83,2,,,,,,,,,,,,
509,19-03-2015,17,61,1,,,,,,,,,,,,
510,19-03-2015,17,68,1,,,,,,,,,,,,
511,19-03-2015,19,48,1,,,,,,,,,,,,
512,19-03-2015,2,66,2,,,,,,,,,,,,
513,19-03-2015,7,45,1,,,,,,,,,,,,
514,19-03-2015,11,80,3,,,,,,,,,,,,
515,19-03-2015,9,5,3,,,,,,,,,,,,
516,20-03-2015,7,33,3,,,,,,,,,,,,
517,20-03-2015,8,52,2,,,,,,,,,,,,
518,20-03-2015,3,60,1,,,,,,,,,,,,
519,20-03-2015,4,64,3,,,,,,,,,,,,
520,20-03-2015,6,36,1,,,,,,,,,,,,
521,20-03-2015,10,40,2,,,,,,,,,,,,
522,20-03-2015,2,70,3,,,,,,,,,,,,
523,21-03-2015,8,83,2,,,,,,,,,,,,
524,21-03-2015,3,69,1,,,,,,,,,,,,
525,21-03-2015,2,64,3,,,,,,,,,,,,
526,21-03-2015,9,58,2,,,,,,,,,,,,
527,21-03-2015,13,86,1,,,,,,,,,,,,
528,21-03-2015,4,41,2,,,,,,,,,,,,
529,22-03-2015,9,92,3,,,,,,,,,,,,
530,22-03-2015,5,68,1,,,,,,,,,,,,
531,22-03-2015,3,75,3,,,,,,,,,,,,
532,22-03-2015,13,33,3,,,,,,,,,,,,
533,22-03-2015,10,75,3,,,,,,,,,,,,
534,22-03-2015,1,64,3,,,,,,,,,,,,
535,22-03-2015,8,78,3,,,,,,,,,,,,
536,23-03-2015,7,3,3,,,,,,,,,,,,
537,23-03-2015,16,60,2,,,,,,,,,,,,
538,23-03-2015,5,61,3,,,,,,,,,,,,
539,23-03-2015,5,69,1,,,,,,,,,,,,
540,23-03-2015,10,68,3,,,,,,,,,,,,
541,23-03-2015,1,63,3,,,,,,,,,,,,
542,23-03-2015,8,92,3,,,,,,,,,,,,
543,24-03-2015,8,4,2,,,,,,,,,,,,
544,24-03-2015,15,74,3,,,,,,,,,,,,
545,24-03-2015,18,68,3,,,,,,,,,,,,
546,24-03-2015,9,47,3,,,,,,,,,,,,
547,24-03-2015,10,39,1,,,,,,,,,,,,
548,25-03-2015,19,94,2,,,,,,,,,,,,
549,25-03-2015,5,6,2,,,,,,,,,,,,
550,25-03-2015,10,63,2,,,,,,,,,,,,
551,25-03-2015,4,41,1,,,,,,,,,,,,
552,25-03-2015,9,65,3,,,,,,,,,,,,
553,25-03-2015,9,91,3,,,,,,,,,,,,
554,25-03-2015,13,43,1,,,,,,,,,,,,
555,25-03-2015,16,7,2,,,,,,,,,,,,
556,25-03-2015,17,74,2,,,,,,,,,,,,
557,25-03-2015,15,26,2,,,,,,,,,,,,
558,25-03-2015,2,45,2,,,,,,,,,,,,
559,26-03-2015,6,61,3,,,,,,,,,,,,
560,26-03-2015,2,73,1,,,,,,,,,,,,
561,26-03-2015,20,93,2,,,,,,,,,,,,
562,26-03-2015,5,19,3,,,,,,,,,,,,
563,26-03-2015,2,81,2,,,,,,,,,,,,
564,26-03-2015,18,40,1,,,,,,,,,,,,
565,27-03-2015,3,52,3,,,,,,,,,,,,
566,27-03-2015,8,29,1,,,,,,,,,,,,
567,27-03-2015,19,4,3,,,,,,,,,,,,
568,27-03-2015,18,20,1,,,,,,,,,,,,
569,27-03-2015,18,28,1,,,,,,,,,,,,
570,28-03-2015,10,58,3,,,,,,,,,,,,
571,28-03-2015,18,36,3,,,,,,,,,,,,
572,28-03-2015,5,44,1,,,,,,,,,,,,
573,28-03-2015,2,5,1,,,,,,,,,,,,
574,28-03-2015,7,67,1,,,,,,,,,,,,
575,28-03-2015,20,84,2,,,,,,,,,,,,
576,28-03-2015,7,43,2,,,,,,,,,,,,
577,29-03-2015,7,49,3,,,,,,,,,,,,
578,29-03-2015,13,52,1,,,,,,,,,,,,
579,29-03-2015,18,2,2,,,,,,,,,,,,
580,29-03-2015,16,78,3,,,,,,,,,,,,
581,29-03-2015,18,52,1,,,,,,,,,,,,
582,30-03-2015,5,53,2,,,,,,,,,,,,
583,30-03-2015,8,70,3,,,,,,,,,,,,
584,30-03-2015,2,21,3,,,,,,,,,,,,
585,30-03-2015,3,9,1,,,,,,,,,,,,
586,30-03-2015,2,39,2,,,,,,,,,,,,
587,30-03-2015,18,71,3,,,,,,,,,,,,
588,31-03-2015,7,11,1,,,,,,,,,,,,
589,31-03-2015,11,7,3,,,,,,,,,,,,
590,31-03-2015,8,22,1,,,,,,,,,,,,
591,31-03-2015,1,12,2,,,,,,,,,,,,
592,31-03-2015,1,84,1,,,,,,,,,,,,
593,31-03-2015,2,61,3,,,,,,,,,,,,
594,31-03-2015,20,83,1,,,,,,,,,,,,
595,31-03-2015,6,31,1,,,,,,,,,,,,
596,1/4/2015,4,73,2,,,,,,,,,,,,
597,1/4/2015,4,37,2,,,,,,,,,,,,
598,1/4/2015,20,64,2,,,,,,,,,,,,
599,1/4/2015,14,88,2,,,,,,,,,,,,
600,1/4/2015,6,44,2,,,,,,,,,,,,
601,1/4/2015,3,56,3,,,,,,,,,,,,
602,1/4/2015,8,43,1,,,,,,,,,,,,
603,2/4/2015,5,58,3,,,,,,,,,,,,
604,2/4/2015,18,20,3,,,,,,,,,,,,
605,2/4/2015,17,31,2,,,,,,,,,,,,
606,2/4/2015,3,49,3,,,,,,,,,,,,
607,2/4/2015,9,5,3,,,,,,,,,,,,
608,2/4/2015,6,47,1,,,,,,,,,,,,
609,3/4/2015,10,85,3,,,,,,,,,,,,
610,3/4/2015,7,51,2,,,,,,,,,,,,
611,3/4/2015,11,12,2,,,,,,,,,,,,
612,3/4/2015,7,63,1,,,,,,,,,,,,
613,3/4/2015,4,82,1,,,,,,,,,,,,
614,3/4/2015,2,3,2,,,,,,,,,,,,
615,3/4/2015,3,24,1,,,,,,,,,,,,
616,3/4/2015,17,16,3,,,,,,,,,,,,
617,3/4/2015,10,43,1,,,,,,,,,,,,
618,3/4/2015,14,20,2,,,,,,,,,,,,
619,4/4/2015,19,51,2,,,,,,,,,,,,
620,4/4/2015,14,28,2,,,,,,,,,,,,
621,4/4/2015,20,80,2,,,,,,,,,,,,
622,4/4/2015,18,42,3,,,,,,,,,,,,
623,4/4/2015,20,34,3,,,,,,,,,,,,
624,5/4/2015,8,55,1,,,,,,,,,,,,
625,5/4/2015,9,62,1,,,,,,,,,,,,
626,5/4/2015,5,38,1,,,,,,,,,,,,
627,5/4/2015,5,17,1,,,,,,,,,,,,
628,5/4/2015,5,17,3,,,,,,,,,,,,
629,5/4/2015,13,31,3,,,,,,,,,,,,
630,6/4/2015,16,18,3,,,,,,,,,,,,
631,6/4/2015,9,29,3,,,,,,,,,,,,
632,6/4/2015,14,25,2,,,,,,,,,,,,
633,6/4/2015,8,1,3,,,,,,,,,,,,
634,6/4/2015,5,90,2,,,,,,,,,,,,
635,6/4/2015,15,66,1,,,,,,,,,,,,
636,6/4/2015,5,78,3,,,,,,,,,,,,
637,6/4/2015,4,32,2,,,,,,,,,,,,
638,7/4/2015,9,23,1,,,,,,,,,,,,
639,7/4/2015,13,3,1,,,,,,,,,,,,
640,7/4/2015,11,72,3,,,,,,,,,,,,
641,7/4/2015,16,42,2,,,,,,,,,,,,
642,7/4/2015,12,50,3,,,,,,,,,,,,
643,7/4/2015,11,25,2,,,,,,,,,,,,
644,8/4/2015,2,93,3,,,,,,,,,,,,
645,8/4/2015,18,88,2,,,,,,,,,,,,
646,8/4/2015,15,91,3,,,,,,,,,,,,
647,8/4/2015,20,20,1,,,,,,,,,,,,
648,8/4/2015,10,38,3,,,,,,,,,,,,
649,8/4/2015,18,44,2,,,,,,,,,,,,
650,9/4/2015,5,41,3,,,,,,,,,,,,
651,9/4/2015,3,31,3,,,,,,,,,,,,
652,9/4/2015,10,6,1,,,,,,,,,,,,
653,9/4/2015,7,23,1,,,,,,,,,,,,
654,9/4/2015,16,60,2,,,,,,,,,,,,
655,9/4/2015,4,13,3,,,,,,,,,,,,
656,10/4/2015,6,91,2,,,,,,,,,,,,
657,10/4/2015,13,72,1,,,,,,,,,,,,
658,10/4/2015,4,31,1,,,,,,,,,,,,
659,10/4/2015,18,50,2,,,,,,,,,,,,
660,10/4/2015,2,28,1,,,,,,,,,,,,
661,10/4/2015,20,22,2,,,,,,,,,,,,
662,10/4/2015,9,84,3,,,,,,,,,,,,
663,10/4/2015,12,32,2,,,,,,,,,,,,
664,10/4/2015,2,20,2,,,,,,,,,,,,
665,11/4/2015,2,74,3,,,,,,,,,,,,
666,11/4/2015,17,73,3,,,,,,,,,,,,
667,11/4/2015,6,15,2,,,,,,,,,,,,
668,11/4/2015,16,31,2,,,,,,,,,,,,
669,11/4/2015,5,34,1,,,,,,,,,,,,
670,11/4/2015,7,94,1,,,,,,,,,,,,
671,12/4/2015,8,69,2,,,,,,,,,,,,
672,12/4/2015,11,82,3,,,,,,,,,,,,
673,12/4/2015,3,66,2,,,,,,,,,,,,
674,12/4/2015,9,7,1,,,,,,,,,,,,
675,12/4/2015,4,75,3,,,,,,,,,,,,
676,12/4/2015,11,30,1,,,,,,,,,,,,
677,13-04-2015,17,15,1,,,,,,,,,,,,
678,13-04-2015,7,53,2,,,,,,,,,,,,
679,13-04-2015,14,40,3,,,,,,,,,,,,
680,13-04-2015,10,37,2,,,,,,,,,,,,
681,13-04-2015,20,78,1,,,,,,,,,,,,
682,14-04-2015,12,19,3,,,,,,,,,,,,
683,14-04-2015,7,92,2,,,,,,,,,,,,
684,14-04-2015,13,45,1,,,,,,,,,,,,
685,14-04-2015,18,91,1,,,,,,,,,,,,
686,14-04-2015,2,58,2,,,,,,,,,,,,
687,14-04-2015,15,64,2,,,,,,,,,,,,
688,14-04-2015,8,11,3,,,,,,,,,,,,
689,15-04-2015,12,7,2,,,,,,,,,,,,
690,15-04-2015,10,86,2,,,,,,,,,,,,
691,15-04-2015,4,60,1,,,,,,,,,,,,
692,15-04-2015,16,79,3,,,,,,,,,,,,
693,15-04-2015,1,2,3,,,,,,,,,,,,
694,15-04-2015,6,39,2,,,,,,,,,,,,
695,15-04-2015,1,33,2,,,,,,,,,,,,
696,15-04-2015,7,76,1,,,,,,,,,,,,
697,15-04-2015,14,28,3,,,,,,,,,,,,
698,16-04-2015,6,7,3,,,,,,,,,,,,
699,16-04-2015,12,60,2,,,,,,,,,,,,
700,16-04-2015,14,23,3,,,,,,,,,,,,
701,16-04-2015,19,49,1,,,,,,,,,,,,
702,16-04-2015,8,19,2,,,,,,,,,,,,
703,16-04-2015,13,8,1,,,,,,,,,,,,
704,16-04-2015,15,63,2,,,,,,,,,,,,
705,16-04-2015,16,10,1,,,,,,,,,,,,
706,17-04-2015,5,39,3,,,,,,,,,,,,
707,17-04-2015,18,68,1,,,,,,,,,,,,
708,17-04-2015,7,1,3,,,,,,,,,,,,
709,17-04-2015,11,84,1,,,,,,,,,,,,
710,17-04-2015,13,93,2,,,,,,,,,,,,
711,18-04-2015,11,59,2,,,,,,,,,,,,
712,18-04-2015,17,25,1,,,,,,,,,,,,
713,18-04-2015,18,63,1,,,,,,,,,,,,
714,18-04-2015,2,22,3,,,,,,,,,,,,
715,18-04-2015,19,56,3,,,,,,,,,,,,
716,18-04-2015,20,82,2,,,,,,,,,,,,
717,19-04-2015,12,52,3,,,,,,,,,,,,
718,19-04-2015,20,78,2,,,,,,,,,,,,
719,19-04-2015,11,75,2,,,,,,,,,,,,
720,19-04-2015,15,92,3,,,,,,,,,,,,
721,19-04-2015,17,45,1,,,,,,,,,,,,
722,19-04-2015,12,89,1,,,,,,,,,,,,
723,19-04-2015,9,63,2,,,,,,,,,,,,
724,19-04-2015,20,30,2,,,,,,,,,,,,
725,19-04-2015,4,66,3,,,,,,,,,,,,
726,20-04-2015,8,90,1,,,,,,,,,,,,
727,20-04-2015,18,5,2,,,,,,,,,,,,
728,20-04-2015,6,7,1,,,,,,,,,,,,
729,20-04-2015,8,76,2,,,,,,,,,,,,
730,20-04-2015,5,51,3,,,,,,,,,,,,
731,21-04-2015,1,70,3,,,,,,,,,,,,
732,21-04-2015,9,14,2,,,,,,,,,,,,
733,21-04-2015,18,71,2,,,,,,,,,,,,
734,21-04-2015,20,52,3,,,,,,,,,,,,
735,21-04-2015,11,48,1,,,,,,,,,,,,
736,21-04-2015,7,10,1,,,,,,,,,,,,
737,21-04-2015,10,25,3,,,,,,,,,,,,
738,22-04-2015,8,35,3,,,,,,,,,,,,
739,22-04-2015,1,30,1,,,,,,,,,,,,
740,22-04-2015,1,90,2,,,,,,,,,,,,
741,22-04-2015,11,86,2,,,,,,,,,,,,
742,22-04-2015,20,75,1,,,,,,,,,,,,
743,22-04-2015,6,36,3,,,,,,,,,,,,
744,22-04-2015,20,87,3,,,,,,,,,,,,
745,22-04-2015,14,16,3,,,,,,,,,,,,
746,22-04-2015,17,80,1,,,,,,,,,,,,
747,22-04-2015,1,31,3,,,,,,,,,,,,
748,23-04-2015,12,9,2,,,,,,,,,,,,
749,23-04-2015,9,91,1,,,,,,,,,,,,
750,23-04-2015,1,84,1,,,,,,,,,,,,
751,23-04-2015,4,14,1,,,,,,,,,,,,
752,23-04-2015,7,5,1,,,,,,,,,,,,
753,23-04-2015,10,71,2,,,,,,,,,,,,
754,23-04-2015,13,78,3,,,,,,,,,,,,
755,23-04-2015,1,18,1,,,,,,,,,,,,
756,23-04-2015,15,68,2,,,,,,,,,,,,
757,24-04-2015,8,55,3,,,,,,,,,,,,
758,24-04-2015,13,68,3,,,,,,,,,,,,
759,25-04-2015,17,84,2,,,,,,,,,,,,
760,25-04-2015,19,29,3,,,,,,,,,,,,
761,25-04-2015,4,71,3,,,,,,,,,,,,
762,26-04-2015,7,65,2,,,,,,,,,,,,
763,26-04-2015,11,52,1,,,,,,,,,,,,
764,26-04-2015,5,73,3,,,,,,,,,,,,
765,26-04-2015,10,26,1,,,,,,,,,,,,
766,26-04-2015,8,8,2,,,,,,,,,,,,
767,26-04-2015,7,32,3,,,,,,,,,,,,
768,27-04-2015,8,73,1,,,,,,,,,,,,
769,27-04-2015,2,81,3,,,,,,,,,,,,
770,27-04-2015,10,48,1,,,,,,,,,,,,
771,27-04-2015,10,88,3,,,,,,,,,,,,
772,27-04-2015,11,45,2,,,,,,,,,,,,
773,27-04-2015,14,9,1,,,,,,,,,,,,
774,27-04-2015,11,37,3,,,,,,,,,,,,
775,28-04-2015,16,63,3,,,,,,,,,,,,
776,28-04-2015,7,6,2,,,,,,,,,,,,
777,28-04-2015,20,85,2,,,,,,,,,,,,
778,28-04-2015,9,60,2,,,,,,,,,,,,
779,28-04-2015,15,63,1,,,,,,,,,,,,
780,28-04-2015,13,77,1,,,,,,,,,,,,
781,28-04-2015,14,81,2,,,,,,,,,,,,
782,28-04-2015,10,75,3,,,,,,,,,,,,
783,28-04-2015,7,67,3,,,,,,,,,,,,
784,29-04-2015,12,53,3,,,,,,,,,,,,
785,29-04-2015,14,46,1,,,,,,,,,,,,
786,29-04-2015,12,25,3,,,,,,,,,,,,
787,29-04-2015,15,76,2,,,,,,,,,,,,
788,29-04-2015,20,94,1,,,,,,,,,,,,
789,29-04-2015,17,42,2,,,,,,,,,,,,
790,29-04-2015,17,50,3,,,,,,,,,,,,
791,29-04-2015,16,47,2,,,,,,,,,,,,
792,29-04-2015,18,8,1,,,,,,,,,,,,
793,29-04-2015,6,48,3,,,,,,,,,,,,
794,30-04-2015,11,76,3,,,,,,,,,,,,
795,30-04-2015,14,58,2,,,,,,,,,,,,
796,30-04-2015,6,47,1,,,,,,,,,,,,
797,30-04-2015,18,9,1,,,,,,,,,,,,
798,1/5/2015,7,41,3,,,,,,,,,,,,
799,1/5/2015,3,91,1,,,,,,,,,,,,
800,1/5/2015,5,70,3,,,,,,,,,,,,
801,1/5/2015,9,42,2,,,,,,,,,,,,
802,1/5/2015,19,19,3,,,,,,,,,,,,
803,1/5/2015,18,1,3,,,,,,,,,,,,
804,2/5/2015,2,37,1,,,,,,,,,,,,
805,2/5/2015,8,93,1,,,,,,,,,,,,
806,2/5/2015,11,77,1,,,,,,,,,,,,
807,2/5/2015,15,91,2,,,,,,,,,,,,
808,2/5/2015,16,24,3,,,,,,,,,,,,
809,3/5/2015,16,56,3,,,,,,,,,,,,
810,3/5/2015,6,78,3,,,,,,,,,,,,
811,3/5/2015,2,18,2,,,,,,,,,,,,
812,3/5/2015,11,91,3,,,,,,,,,,,,
813,3/5/2015,19,25,1,,,,,,,,,,,,
814,3/5/2015,10,78,3,,,,,,,,,,,,
815,3/5/2015,18,11,2,,,,,,,,,,,,
816,3/5/2015,5,61,3,,,,,,,,,,,,
817,3/5/2015,9,50,3,,,,,,,,,,,,
818,3/5/2015,1,32,2,,,,,,,,,,,,
819,4/5/2015,8,93,1,,,,,,,,,,,,
820,4/5/2015,14,44,3,,,,,,,,,,,,
821,4/5/2015,10,85,1,,,,,,,,,,,,
822,4/5/2015,14,33,1,,,,,,,,,,,,
823,4/5/2015,10,75,1,,,,,,,,,,,,
824,5/5/2015,3,75,3,,,,,,,,,,,,
825,5/5/2015,16,21,2,,,,,,,,,,,,
826,5/5/2015,11,77,2,,,,,,,,,,,,
827,5/5/2015,19,56,1,,,,,,,,,,,,
828,5/5/2015,11,66,3,,,,,,,,,,,,
829,5/5/2015,8,93,2,,,,,,,,,,,,
830,6/5/2015,1,8,3,,,,,,,,,,,,
831,6/5/2015,17,20,2,,,,,,,,,,,,
832,6/5/2015,4,16,3,,,,,,,,,,,,
833,6/5/2015,2,55,1,,,,,,,,,,,,
834,6/5/2015,9,64,2,,,,,,,,,,,,
835,6/5/2015,11,83,1,,,,,,,,,,,,
836,6/5/2015,13,89,3,,,,,,,,,,,,
837,6/5/2015,11,86,1,,,,,,,,,,,,
838,6/5/2015,15,17,1,,,,,,,,,,,,
839,7/5/2015,10,18,3,,,,,,,,,,,,
840,7/5/2015,15,65,3,,,,,,,,,,,,
841,7/5/2015,7,50,1,,,,,,,,,,,,
842,7/5/2015,1,80,1,,,,,,,,,,,,
843,8/5/2015,13,1,3,,,,,,,,,,,,
844,8/5/2015,7,12,3,,,,,,,,,,,,
845,8/5/2015,18,74,1,,,,,,,,,,,,
846,8/5/2015,14,13,1,,,,,,,,,,,,
847,8/5/2015,8,13,1,,,,,,,,,,,,
848,8/5/2015,17,64,1,,,,,,,,,,,,
849,8/5/2015,18,75,2,,,,,,,,,,,,
850,8/5/2015,9,67,2,,,,,,,,,,,,
851,8/5/2015,3,41,2,,,,,,,,,,,,
852,8/5/2015,8,93,2,,,,,,,,,,,,
853,9/5/2015,17,31,2,,,,,,,,,,,,
854,9/5/2015,13,60,1,,,,,,,,,,,,
855,9/5/2015,8,48,2,,,,,,,,,,,,
856,9/5/2015,20,27,1,,,,,,,,,,,,
857,9/5/2015,12,88,3,,,,,,,,,,,,
858,9/5/2015,11,21,2,,,,,,,,,,,,
859,9/5/2015,7,73,1,,,,,,,,,,,,
860,10/5/2015,6,1,1,,,,,,,,,,,,
861,10/5/2015,8,43,1,,,,,,,,,,,,
862,10/5/2015,17,57,3,,,,,,,,,,,,
863,10/5/2015,12,47,2,,,,,,,,,,,,
864,10/5/2015,15,59,2,,,,,,,,,,,,
865,10/5/2015,17,29,2,,,,,,,,,,,,
866,11/5/2015,7,49,2,,,,,,,,,,,,
867,11/5/2015,19,54,3,,,,,,,,,,,,
868,11/5/2015,8,94,3,,,,,,,,,,,,
869,11/5/2015,18,54,2,,,,,,,,,,,,
870,11/5/2015,5,5,3,,,,,,,,,,,,
871,11/5/2015,20,57,1,,,,,,,,,,,,
872,11/5/2015,13,27,1,,,,,,,,,,,,
873,11/5/2015,6,90,2,,,,,,,,,,,,
874,12/5/2015,4,8,3,,,,,,,,,,,,
875,12/5/2015,9,22,1,,,,,,,,,,,,
876,12/5/2015,15,93,3,,,,,,,,,,,,
877,12/5/2015,13,6,2,,,,,,,,,,,,
878,12/5/2015,14,15,2,,,,,,,,,,,,
879,12/5/2015,7,86,1,,,,,,,,,,,,
880,12/5/2015,2,66,1,,,,,,,,,,,,
881,12/5/2015,2,10,3,,,,,,,,,,,,
882,12/5/2015,2,4,3,,,,,,,,,,,,
883,13-05-2015,19,79,2,,,,,,,,,,,,
884,13-05-2015,1,87,2,,,,,,,,,,,,
885,13-05-2015,7,6,2,,,,,,,,,,,,
886,13-05-2015,12,73,1,,,,,,,,,,,,
887,13-05-2015,14,59,3,,,,,,,,,,,,
888,13-05-2015,8,58,1,,,,,,,,,,,,
889,13-05-2015,6,12,3,,,,,,,,,,,,
890,14-05-2015,6,37,1,,,,,,,,,,,,
891,14-05-2015,16,56,2,,,,,,,,,,,,
892,14-05-2015,8,48,1,,,,,,,,,,,,
893,14-05-2015,15,16,1,,,,,,,,,,,,
894,14-05-2015,3,7,2,,,,,,,,,,,,
895,14-05-2015,12,3,2,,,,,,,,,,,,
896,14-05-2015,19,79,3,,,,,,,,,,,,
897,14-05-2015,14,44,3,,,,,,,,,,,,
898,15-05-2015,14,33,3,,,,,,,,,,,,
899,15-05-2015,3,24,1,,,,,,,,,,,,
900,15-05-2015,8,6,2,,,,,,,,,,,,
901,16-05-2015,7,82,3,,,,,,,,,,,,
902,16-05-2015,2,5,1,,,,,,,,,,,,
903,16-05-2015,16,70,2,,,,,,,,,,,,
904,16-05-2015,11,55,3,,,,,,,,,,,,
905,16-05-2015,9,60,1,,,,,,,,,,,,
906,16-05-2015,6,75,3,,,,,,,,,,,,
907,17-05-2015,16,26,1,,,,,,,,,,,,
908,17-05-2015,5,33,1,,,,,,,,,,,,
909,17-05-2015,18,8,2,,,,,,,,,,,,
910,17-05-2015,7,22,3,,,,,,,,,,,,
911,17-05-2015,3,12,3,,,,,,,,,,,,
912,17-05-2015,10,5,1,,,,,,,,,,,,
913,18-05-2015,13,84,1,,,,,,,,,,,,
914,18-05-2015,7,59,2,,,,,,,,,,,,
915,18-05-2015,20,92,1,,,,,,,,,,,,
916,18-05-2015,9,88,3,,,,,,,,,,,,
917,19-05-2015,9,93,1,,,,,,,,,,,,
918,19-05-2015,4,52,2,,,,,,,,,,,,
919,19-05-2015,16,35,2,,,,,,,,,,,,
920,19-05-2015,6,43,2,,,,,,,,,,,,
921,19-05-2015,20,36,3,,,,,,,,,,,,
922,19-05-2015,3,90,2,,,,,,,,,,,,
923,19-05-2015,13,42,2,,,,,,,,,,,,
924,19-05-2015,12,12,3,,,,,,,,,,,,
925,19-05-2015,15,24,2,,,,,,,,,,,,
926,20-05-2015,8,80,3,,,,,,,,,,,,
927,20-05-2015,10,40,2,,,,,,,,,,,,
928,20-05-2015,3,33,1,,,,,,,,,,,,
929,20-05-2015,7,44,3,,,,,,,,,,,,
930,20-05-2015,11,46,1,,,,,,,,,,,,
931,20-05-2015,11,45,3,,,,,,,,,,,,
932,20-05-2015,2,4,3,,,,,,,,,,,,
933,21-05-2015,11,67,2,,,,,,,,,,,,
934,21-05-2015,16,51,1,,,,,,,,,,,,
935,21-05-2015,17,76,2,,,,,,,,,,,,
936,21-05-2015,2,26,3,,,,,,,,,,,,
937,21-05-2015,4,12,3,,,,,,,,,,,,
938,22-05-2015,3,47,3,,,,,,,,,,,,
939,22-05-2015,3,85,1,,,,,,,,,,,,
940,22-05-2015,10,52,1,,,,,,,,,,,,
941,22-05-2015,15,56,1,,,,,,,,,,,,
942,22-05-2015,13,90,3,,,,,,,,,,,,
943,23-05-2015,20,61,2,,,,,,,,,,,,
944,23-05-2015,11,86,1,,,,,,,,,,,,
945,23-05-2015,10,78,2,,,,,,,,,,,,
946,23-05-2015,9,55,3,,,,,,,,,,,,
947,23-05-2015,12,89,3,,,,,,,,,,,,
948,23-05-2015,4,52,2,,,,,,,,,,,,
949,23-05-2015,3,12,2,,,,,,,,,,,,
950,23-05-2015,17,74,1,,,,,,,,,,,,
951,23-05-2015,3,3,1,,,,,,,,,,,,
952,24-05-2015,1,60,2,,,,,,,,,,,,
953,24-05-2015,18,51,1,,,,,,,,,,,,
954,24-05-2015,10,27,2,,,,,,,,,,,,
955,24-05-2015,8,55,1,,,,,,,,,,,,
956,24-05-2015,13,42,3,,,,,,,,,,,,
957,25-05-2015,14,40,1,,,,,,,,,,,,
958,25-05-2015,5,60,1,,,,,,,,,,,,
959,25-05-2015,2,5,2,,,,,,,,,,,,
960,25-05-2015,13,57,2,,,,,,,,,,,,
961,25-05-2015,16,8,2,,,,,,,,,,,,
962,25-05-2015,7,82,2,,,,,,,,,,,,
963,25-05-2015,16,47,3,,,,,,,,,,,,
964,25-05-2015,20,79,2,,,,,,,,,,,,
965,26-05-2015,13,88,2,,,,,,,,,,,,
966,26-05-2015,18,12,2,,,,,,,,,,,,
967,26-05-2015,2,8,3,,,,,,,,,,,,
968,26-05-2015,18,92,1,,,,,,,,,,,,
969,26-05-2015,3,25,2,,,,,,,,,,,,
970,26-05-2015,10,60,1,,,,,,,,,,,,
971,26-05-2015,10,53,3,,,,,,,,,,,,
972,26-05-2015,4,47,1,,,,,,,,,,,,
973,26-05-2015,9,24,2,,,,,,,,,,,,
974,27-05-2015,5,57,2,,,,,,,,,,,,
975,27-05-2015,14,46,2,,,,,,,,,,,,
976,27-05-2015,9,2,3,,,,,,,,,,,,
977,27-05-2015,11,93,2,,,,,,,,,,,,
978,27-05-2015,2,53,1,,,,,,,,,,,,
979,28-05-2015,13,14,1,,,,,,,,,,,,
980,28-05-2015,2,68,2,,,,,,,,,,,,
981,28-05-2015,17,62,3,,,,,,,,,,,,
982,28-05-2015,6,45,1,,,,,,,,,,,,
983,28-05-2015,19,70,3,,,,,,,,,,,,
984,28-05-2015,17,4,1,,,,,,,,,,,,
985,28-05-2015,13,12,3,,,,,,,,,,,,
986,28-05-2015,13,94,3,,,,,,,,,,,,
987,29-05-2015,12,5,2,,,,,,,,,,,,
988,29-05-2015,12,90,2,,,,,,,,,,,,
989,29-05-2015,9,51,3,,,,,,,,,,,,
990,29-05-2015,11,7,1,,,,,,,,,,,,
991,29-05-2015,18,46,3,,,,,,,,,,,,
992,29-05-2015,19,43,2,,,,,,,,,,,,
993,29-05-2015,9,58,1,,,,,,,,,,,,
994,29-05-2015,19,86,1,,,,,,,,,,,,
995,30-05-2015,6,37,3,,,,,,,,,,,,
996,30-05-2015,18,82,3,,,,,,,,,,,,
997,30-05-2015,20,79,3,,,,,,,,,,,,
998,30-05-2015,20,91,1,,,,,,,,,,,,
999,30-05-2015,17,64,3,,,,,,,,,,,,
1000,30-05-2015,4,23,3,,,,,,,,,,,,
1001,30-05-2015,15,37,1,,,,,,,,,,,,
1002,30-05-2015,8,45,3,,,,,,,,,,,,
1003,30-05-2015,5,24,3,,,,,,,,,,,,
1004,30-05-2015,3,7,1,,,,,,,,,,,,
1005,30-05-2015,16,52,1,,,,,,,,,,,,
1006,31-05-2015,6,54,1,,,,,,,,,,,,
1007,31-05-2015,12,91,2,,,,,,,,,,,,
1008,31-05-2015,20,38,1,,,,,,,,,,,,
1009,31-05-2015,7,45,1,,,,,,,,,,,,
1010,31-05-2015,6,79,1,,,,,,,,,,,,
1011,31-05-2015,10,11,2,,,,,,,,,,,,
1012,31-05-2015,15,24,1,,,,,,,,,,,,
1013,1/6/2015,14,39,1,,,,,,,,,,,,
1014,1/6/2015,2,13,3,,,,,,,,,,,,
1015,1/6/2015,5,44,2,,,,,,,,,,,,
1016,1/6/2015,1,19,2,,,,,,,,,,,,
1017,1/6/2015,3,31,2,,,,,,,,,,,,
1018,1/6/2015,19,1,2,,,,,,,,,,,,
1019,1/6/2015,17,20,2,,,,,,,,,,,,
1020,1/6/2015,8,32,3,,,,,,,,,,,,
1021,2/6/2015,9,6,3,,,,,,,,,,,,
